date,rainfall_mm,region,rainfall_3day,rainfall_7day,rainfall_30day,rainfall_7day_avg,rainfall_spike
2024-06-13,0.79,Gilgit-Baltistan,1.12,6.33,12.53,0.9,-0.11
2024-06-14,0.19,Gilgit-Baltistan,1.11,2.97,12.72,0.42,-0.23
2024-06-15,0.39,Gilgit-Baltistan,1.37,2.48,13.11,0.35,0.04
2024-06-16,0.0,Gilgit-Baltistan,0.58,1.72,13.11,0.25,-0.25
2024-06-17,0.11,Gilgit-Baltistan,0.5,1.81,13.14,0.26,-0.15
2024-06-18,0.02,Gilgit-Baltistan,0.13,1.63,12.67,0.23,-0.21
2024-06-19,1.02,Gilgit-Baltistan,1.15,2.52,13.54,0.36,0.66
2024-06-20,1.4,Gilgit-Baltistan,2.44,3.13,14.94,0.45,0.95
2024-06-21,2.19,Gilgit-Baltistan,4.61,5.13,17.13,0.73,1.46
2024-06-22,1.32,Gilgit-Baltistan,4.91,6.06,18.45,0.87,0.45
2024-06-23,2.26,Gilgit-Baltistan,5.77,8.32,20.68,1.19,1.07
2024-06-24,1.0,Gilgit-Baltistan,4.58,9.21,21.67,1.32,-0.32
2024-06-25,0.07,Gilgit-Baltistan,3.33,9.26,21.74,1.32,-1.25
2024-06-26,0.11,Gilgit-Baltistan,1.18,8.35,21.85,1.19,-1.08
2024-06-27,1.47,Gilgit-Baltistan,1.65,8.42,23.31,1.2,0.27
2024-06-28,0.05,Gilgit-Baltistan,1.63,6.28,22.7,0.9,-0.85
2024-06-29,0.31,Gilgit-Baltistan,1.83,5.27,22.22,0.75,-0.44
2024-06-30,0.18,Gilgit-Baltistan,0.54,3.19,22.18,0.46,-0.28
2024-07-01,0.08,Gilgit-Baltistan,0.57,2.27,22.25,0.32,-0.24
2024-07-02,0.25,Gilgit-Baltistan,0.51,2.45,22.5,0.35,-0.1
2024-07-03,0.06,Gilgit-Baltistan,0.39,2.4,21.54,0.34,-0.28
2024-07-04,0.3,Gilgit-Baltistan,0.61,1.23,20.86,0.18,0.12
2024-07-05,1.13,Gilgit-Baltistan,1.49,2.31,21.19,0.33,0.8
2024-07-06,1.22,Gilgit-Baltistan,2.65,3.22,21.46,0.46,0.76
2024-07-07,0.82,Gilgit-Baltistan,3.17,3.86,18.73,0.55,0.27
2024-07-08,0.32,Gilgit-Baltistan,2.36,4.1,18.17,0.59,-0.27
2024-07-09,0.05,Gilgit-Baltistan,1.19,3.9,17.46,0.56,-0.51
2024-07-10,0.4,Gilgit-Baltistan,0.77,4.24,17.84,0.61,-0.21
2024-07-11,0.0,Gilgit-Baltistan,0.45,3.94,17.64,0.56,-0.56
2024-07-12,0.0,Gilgit-Baltistan,0.4,2.81,17.51,0.4,-0.4
2024-07-13,0.03,Gilgit-Baltistan,0.03,1.62,16.75,0.23,-0.2
2024-07-14,0.13,Gilgit-Baltistan,0.16,0.93,16.69,0.13,0.0
2024-07-15,0.25,Gilgit-Baltistan,0.41,0.86,16.55,0.12,0.13
2024-07-16,0.14,Gilgit-Baltistan,0.52,0.95,16.69,0.14,0.0
2024-07-17,0.01,Gilgit-Baltistan,0.4,0.56,16.59,0.08,-0.07
2024-07-18,0.14,Gilgit-Baltistan,0.29,0.7,16.71,0.1,0.04
2024-07-19,0.11,Gilgit-Baltistan,0.26,0.81,15.8,0.12,-0.01
2024-07-20,0.04,Gilgit-Baltistan,0.29,0.82,14.44,0.12,-0.08
2024-07-21,0.0,Gilgit-Baltistan,0.15,0.69,12.25,0.1,-0.1
2024-07-22,0.16,Gilgit-Baltistan,0.2,0.6,11.09,0.09,0.07
2024-07-23,9.2,Gilgit-Baltistan,9.36,9.66,18.03,1.38,7.82
2024-07-24,4.78,Gilgit-Baltistan,14.14,14.43,21.81,2.06,2.72
2024-07-25,0.19,Gilgit-Baltistan,14.17,14.48,21.93,2.07,-1.88
2024-07-26,0.0,Gilgit-Baltistan,4.97,14.37,21.82,2.05,-2.05
2024-07-27,0.02,Gilgit-Baltistan,0.21,14.35,20.37,2.05,-2.03
2024-07-28,0.03,Gilgit-Baltistan,0.05,14.38,20.35,2.05,-2.02
2024-07-29,0.12,Gilgit-Baltistan,0.17,14.34,20.16,2.05,-1.93
2024-07-30,3.88,Gilgit-Baltistan,4.03,9.02,23.86,1.29,2.59
2024-07-31,0.21,Gilgit-Baltistan,4.21,4.45,23.99,0.64,-0.43
2024-08-01,3.55,Gilgit-Baltistan,7.64,7.81,27.29,1.12,2.43
2024-08-02,3.16,Gilgit-Baltistan,6.92,10.97,30.39,1.57,1.59
2024-08-03,1.19,Gilgit-Baltistan,7.9,12.14,31.28,1.73,-0.54
2024-08-04,2.89,Gilgit-Baltistan,7.24,15.0,33.04,2.14,0.75
2024-08-05,0.73,Gilgit-Baltistan,4.81,15.61,32.55,2.23,-1.5
2024-08-06,0.9,Gilgit-Baltistan,4.52,12.63,32.63,1.8,-0.9
2024-08-07,0.68,Gilgit-Baltistan,2.31,13.1,32.99,1.87,-1.19
2024-08-08,0.03,Gilgit-Baltistan,1.61,9.58,32.97,1.37,-1.34
2024-08-09,0.03,Gilgit-Baltistan,0.74,6.45,32.6,0.92,-0.89
2024-08-10,0.02,Gilgit-Baltistan,0.08,5.28,32.62,0.75,-0.73
2024-08-11,0.14,Gilgit-Baltistan,0.19,2.53,32.76,0.36,-0.22
2024-08-12,0.0,Gilgit-Baltistan,0.16,1.8,32.73,0.26,-0.26
2024-08-13,0.0,Gilgit-Baltistan,0.14,0.9,32.6,0.13,-0.13
2024-08-14,0.0,Gilgit-Baltistan,0.0,0.22,32.35,0.03,-0.03
2024-08-15,0.79,Gilgit-Baltistan,0.79,0.98,33.0,0.14,0.65
2024-08-16,2.41,Gilgit-Baltistan,3.2,3.36,35.4,0.48,1.93
2024-08-17,0.47,Gilgit-Baltistan,3.67,3.81,35.73,0.54,-0.07
2024-08-18,0.22,Gilgit-Baltistan,3.1,3.89,35.84,0.56,-0.34
2024-08-19,0.09,Gilgit-Baltistan,0.78,3.98,35.89,0.57,-0.48
2024-08-20,0.21,Gilgit-Baltistan,0.52,4.19,36.1,0.6,-0.39
2024-08-21,0.6,Gilgit-Baltistan,0.9,4.79,36.54,0.68,-0.08
2024-08-22,0.24,Gilgit-Baltistan,1.05,4.24,27.58,0.61,-0.37
2024-08-23,0.07,Gilgit-Baltistan,0.91,1.9,22.87,0.27,-0.2
2024-08-24,0.01,Gilgit-Baltistan,0.32,1.44,22.69,0.21,-0.2
2024-08-25,0.02,Gilgit-Baltistan,0.1,1.24,22.71,0.18,-0.16
2024-08-26,0.59,Gilgit-Baltistan,0.62,1.74,23.28,0.25,0.34
2024-08-27,1.41,Gilgit-Baltistan,2.02,2.94,24.66,0.42,0.99
2024-08-28,2.2,Gilgit-Baltistan,4.2,4.54,26.74,0.65,1.55
2024-08-29,6.72,Gilgit-Baltistan,10.33,11.02,29.58,1.57,5.15
2024-08-30,7.27,Gilgit-Baltistan,16.19,18.22,36.64,2.6,4.67
2024-08-31,1.0,Gilgit-Baltistan,14.99,19.21,34.09,2.74,-1.74
2024-09-01,0.01,Gilgit-Baltistan,8.28,19.2,30.94,2.74,-2.73
2024-09-02,1.22,Gilgit-Baltistan,2.23,19.83,30.97,2.83,-1.61
2024-09-03,1.46,Gilgit-Baltistan,2.69,19.88,29.54,2.84,-1.38
2024-09-04,0.07,Gilgit-Baltistan,2.75,17.75,28.88,2.54,-2.47
2024-09-05,0.0,Gilgit-Baltistan,1.53,11.03,27.98,1.58,-1.58
2024-09-06,0.69,Gilgit-Baltistan,0.76,4.45,27.99,0.64,0.05
2024-09-07,0.04,Gilgit-Baltistan,0.73,3.49,28.0,0.5,-0.46
2024-09-08,0.0,Gilgit-Baltistan,0.73,3.48,27.97,0.5,-0.5
2024-09-09,0.0,Gilgit-Baltistan,0.04,2.26,27.95,0.32,-0.32
2024-09-10,0.02,Gilgit-Baltistan,0.02,0.82,27.83,0.12,-0.1
2024-09-11,0.04,Gilgit-Baltistan,0.06,0.79,27.87,0.11,-0.07
2024-09-12,0.0,Gilgit-Baltistan,0.06,0.79,27.87,0.11,-0.11
2024-09-13,0.0,Gilgit-Baltistan,0.04,0.1,27.87,0.01,-0.01
2024-09-14,0.07,Gilgit-Baltistan,0.07,0.13,27.15,0.02,0.05
2024-09-15,0.03,Gilgit-Baltistan,0.1,0.16,24.77,0.02,0.01
2024-09-16,0.0,Gilgit-Baltistan,0.1,0.16,24.3,0.02,-0.02
2024-09-17,0.13,Gilgit-Baltistan,0.16,0.27,24.21,0.04,0.09
2024-09-18,0.0,Gilgit-Baltistan,0.13,0.23,24.12,0.03,-0.03
2024-09-19,0.0,Gilgit-Baltistan,0.13,0.23,23.91,0.03,-0.03
2024-09-20,0.0,Gilgit-Baltistan,0.0,0.23,23.31,0.03,-0.03
2024-09-21,0.0,Gilgit-Baltistan,0.0,0.16,23.07,0.02,-0.02
2024-09-22,0.0,Gilgit-Baltistan,0.0,0.13,23.0,0.02,-0.02
2024-09-23,0.0,Gilgit-Baltistan,0.0,0.13,22.99,0.02,-0.02
2024-09-24,0.0,Gilgit-Baltistan,0.0,0.0,22.97,0.0,0.0
2024-09-25,0.0,Gilgit-Baltistan,0.0,0.0,22.38,0.0,0.0
2024-09-26,0.51,Gilgit-Baltistan,0.51,0.51,21.48,0.07,0.44
2024-09-27,5.96,Gilgit-Baltistan,6.47,6.47,25.24,0.92,5.04
2024-09-28,2.41,Gilgit-Baltistan,8.88,8.88,20.93,1.27,1.14
2024-09-29,0.05,Gilgit-Baltistan,8.42,8.93,13.71,1.28,-1.23
2024-09-30,0.12,Gilgit-Baltistan,2.58,9.05,12.83,1.29,-1.17
2024-10-01,0.04,Gilgit-Baltistan,0.21,9.09,12.86,1.3,-1.26
2024-10-02,0.0,Gilgit-Baltistan,0.16,9.09,11.64,1.3,-1.3
2024-10-03,0.0,Gilgit-Baltistan,0.04,8.58,10.18,1.23,-1.23
2024-10-04,0.0,Gilgit-Baltistan,0.0,2.62,10.11,0.37,-0.37
2024-10-05,0.96,Gilgit-Baltistan,0.96,1.17,11.07,0.17,0.79
2024-10-06,3.39,Gilgit-Baltistan,4.35,4.51,13.77,0.64,2.75
2024-10-07,0.04,Gilgit-Baltistan,4.39,4.43,13.77,0.63,-0.59
2024-10-08,0.47,Gilgit-Baltistan,3.9,4.86,14.24,0.69,-0.22
2024-10-09,0.28,Gilgit-Baltistan,0.79,5.14,14.52,0.73,-0.45
2024-10-10,0.01,Gilgit-Baltistan,0.76,5.15,14.51,0.74,-0.73
2024-10-11,0.0,Gilgit-Baltistan,0.29,5.15,14.47,0.74,-0.74
2024-10-12,0.0,Gilgit-Baltistan,0.01,4.19,14.47,0.6,-0.6
2024-10-13,0.0,Gilgit-Baltistan,0.0,0.8,14.47,0.11,-0.11
2024-10-14,0.0,Gilgit-Baltistan,0.0,0.76,14.4,0.11,-0.11
2024-10-15,0.0,Gilgit-Baltistan,0.0,0.29,14.37,0.04,-0.04
2024-10-16,0.0,Gilgit-Baltistan,0.0,0.01,14.37,0.0,0.0
2024-10-17,0.0,Gilgit-Baltistan,0.0,0.0,14.24,0.0,0.0
2024-10-18,0.0,Gilgit-Baltistan,0.0,0.0,14.24,0.0,0.0
2024-10-19,0.0,Gilgit-Baltistan,0.0,0.0,14.24,0.0,0.0
2024-10-20,0.0,Gilgit-Baltistan,0.0,0.0,14.24,0.0,0.0
2024-10-21,0.0,Gilgit-Baltistan,0.0,0.0,14.24,0.0,0.0
2024-10-22,0.01,Gilgit-Baltistan,0.01,0.01,14.25,0.0,0.01
2024-10-23,0.56,Gilgit-Baltistan,0.57,0.57,14.81,0.08,0.48
2024-10-24,0.0,Gilgit-Baltistan,0.57,0.57,14.81,0.08,-0.08
2024-10-25,0.0,Gilgit-Baltistan,0.56,0.57,14.81,0.08,-0.08
2024-10-26,0.07,Gilgit-Baltistan,0.07,0.64,14.37,0.09,-0.02
2024-10-27,0.01,Gilgit-Baltistan,0.08,0.65,8.42,0.09,-0.08
2024-10-28,1.36,Gilgit-Baltistan,1.44,2.01,7.37,0.29,1.07
2024-10-29,9.72,Gilgit-Baltistan,11.09,11.72,17.04,1.67,8.05
2024-10-30,2.96,Gilgit-Baltistan,14.04,14.12,19.88,2.02,0.94
2024-10-31,0.0,Gilgit-Baltistan,12.68,14.12,19.84,2.02,-2.02
2024-11-01,0.0,Gilgit-Baltistan,2.96,14.12,19.84,2.02,-2.02
2024-11-02,0.0,Gilgit-Baltistan,0.0,14.05,19.84,2.01,-2.01
2024-11-03,0.0,Gilgit-Baltistan,0.0,14.04,19.84,2.01,-2.01
2024-11-04,0.0,Gilgit-Baltistan,0.0,12.68,18.88,1.81,-1.81
2024-11-05,0.0,Gilgit-Baltistan,0.0,2.96,15.49,0.42,-0.42
2024-11-06,0.01,Gilgit-Baltistan,0.01,0.01,15.46,0.0,0.01
2024-11-07,0.01,Gilgit-Baltistan,0.02,0.02,15.0,0.0,0.01
2024-11-08,0.01,Gilgit-Baltistan,0.03,0.03,14.73,0.0,0.01
2024-11-09,0.0,Gilgit-Baltistan,0.02,0.03,14.72,0.0,0.0
2024-11-10,0.01,Gilgit-Baltistan,0.02,0.04,14.73,0.01,0.0
2024-11-11,3.9,Gilgit-Baltistan,3.91,3.94,18.63,0.56,3.34
2024-11-12,0.23,Gilgit-Baltistan,4.14,4.17,18.86,0.6,-0.37
2024-11-13,0.01,Gilgit-Baltistan,4.14,4.17,18.87,0.6,-0.59
2024-11-14,0.04,Gilgit-Baltistan,0.28,4.2,18.91,0.6,-0.56
2024-11-15,0.46,Gilgit-Baltistan,0.51,4.65,19.37,0.66,-0.2
2024-11-16,0.33,Gilgit-Baltistan,0.83,4.98,19.7,0.71,-0.38
2024-11-17,0.03,Gilgit-Baltistan,0.82,5.0,19.73,0.71,-0.68
2024-11-18,0.0,Gilgit-Baltistan,0.36,1.1,19.73,0.16,-0.16
2024-11-19,0.0,Gilgit-Baltistan,0.03,0.87,19.73,0.12,-0.12
2024-11-20,0.0,Gilgit-Baltistan,0.0,0.86,19.73,0.12,-0.12
2024-11-21,0.0,Gilgit-Baltistan,0.0,0.82,19.72,0.12,-0.12
2024-11-22,0.0,Gilgit-Baltistan,0.0,0.36,19.16,0.05,-0.05
2024-11-23,0.04,Gilgit-Baltistan,0.04,0.07,19.2,0.01,0.03
2024-11-24,0.05,Gilgit-Baltistan,0.09,0.09,19.25,0.01,0.04
2024-11-25,0.0,Gilgit-Baltistan,0.09,0.09,19.18,0.01,-0.01
2024-11-26,0.0,Gilgit-Baltistan,0.05,0.09,19.17,0.01,-0.01
2024-11-27,0.0,Gilgit-Baltistan,0.0,0.09,17.81,0.01,-0.01
2024-11-28,0.0,Gilgit-Baltistan,0.0,0.09,8.09,0.01,-0.01
2024-11-29,0.0,Gilgit-Baltistan,0.0,0.09,5.13,0.01,-0.01
2024-11-30,0.04,Gilgit-Baltistan,0.04,0.09,5.17,0.01,0.03
2024-12-01,0.01,Gilgit-Baltistan,0.05,0.05,5.18,0.01,0.0
2024-12-02,0.04,Gilgit-Baltistan,0.09,0.09,5.22,0.01,0.03
2024-12-03,0.03,Gilgit-Baltistan,0.08,0.12,5.25,0.02,0.01
2024-12-04,0.0,Gilgit-Baltistan,0.07,0.12,5.25,0.02,-0.02
2024-12-05,0.0,Gilgit-Baltistan,0.03,0.12,5.25,0.02,-0.02
2024-12-06,0.0,Gilgit-Baltistan,0.0,0.12,5.24,0.02,-0.02
2024-12-07,0.0,Gilgit-Baltistan,0.0,0.08,5.23,0.01,-0.01
2024-12-08,0.05,Gilgit-Baltistan,0.05,0.12,5.27,0.02,0.03
2024-12-09,0.03,Gilgit-Baltistan,0.08,0.11,5.3,0.02,0.01
2024-12-10,0.0,Gilgit-Baltistan,0.08,0.08,5.29,0.01,-0.01
2024-12-11,1.31,Gilgit-Baltistan,1.34,1.39,2.7,0.2,1.11
2024-12-12,1.21,Gilgit-Baltistan,2.52,2.6,3.68,0.37,0.84
2024-12-13,0.04,Gilgit-Baltistan,2.56,2.64,3.71,0.38,-0.34
2024-12-14,0.0,Gilgit-Baltistan,1.25,2.64,3.67,0.38,-0.38
2024-12-15,0.0,Gilgit-Baltistan,0.04,2.59,3.21,0.37,-0.37
2024-12-16,0.0,Gilgit-Baltistan,0.0,2.56,2.88,0.37,-0.37
2024-12-17,0.0,Gilgit-Baltistan,0.0,2.56,2.85,0.37,-0.37
2024-12-18,0.0,Gilgit-Baltistan,0.0,1.25,2.85,0.18,-0.18
2024-12-19,0.0,Gilgit-Baltistan,0.0,0.04,2.85,0.01,-0.01
2024-12-20,0.0,Gilgit-Baltistan,0.0,0.0,2.85,0.0,0.0
2024-12-21,0.0,Gilgit-Baltistan,0.0,0.0,2.85,0.0,0.0
2024-12-22,0.0,Gilgit-Baltistan,0.0,0.0,2.85,0.0,0.0
2024-12-23,0.0,Gilgit-Baltistan,0.0,0.0,2.81,0.0,0.0
2024-12-24,0.0,Gilgit-Baltistan,0.0,0.0,2.76,0.0,0.0
2024-12-25,0.0,Gilgit-Baltistan,0.0,0.0,2.76,0.0,0.0
2024-12-26,0.0,Gilgit-Baltistan,0.0,0.0,2.76,0.0,0.0
2024-12-27,5.0,Gilgit-Baltistan,5.0,5.0,7.76,0.71,4.29
2024-12-28,1.35,Gilgit-Baltistan,6.35,6.35,9.11,0.91,0.44
2024-12-29,0.31,Gilgit-Baltistan,6.66,6.66,9.42,0.95,-0.64
2024-12-30,0.0,Gilgit-Baltistan,1.66,6.66,9.38,0.95,-0.95
2024-12-31,0.0,Gilgit-Baltistan,0.31,6.66,9.37,0.95,-0.95
2025-01-01,0.04,Gilgit-Baltistan,0.04,6.7,9.37,0.96,-0.92
2025-01-02,0.93,Gilgit-Baltistan,0.97,7.63,10.27,1.09,-0.16
2025-01-03,0.44,Gilgit-Baltistan,1.41,3.07,10.71,0.44,0.0
2025-01-04,1.89,Gilgit-Baltistan,3.26,3.61,12.6,0.52,1.37
2025-01-05,2.97,Gilgit-Baltistan,5.3,6.27,15.57,0.9,2.07
2025-01-06,0.97,Gilgit-Baltistan,5.83,7.24,16.54,1.03,-0.06
2025-01-07,0.01,Gilgit-Baltistan,3.95,7.25,16.5,1.04,-1.03
2025-01-08,0.0,Gilgit-Baltistan,0.98,7.21,16.47,1.03,-1.03
2025-01-09,0.0,Gilgit-Baltistan,0.01,6.28,16.47,0.9,-0.9
2025-01-10,0.0,Gilgit-Baltistan,0.0,5.84,15.16,0.83,-0.83
2025-01-11,0.0,Gilgit-Baltistan,0.0,3.95,13.95,0.56,-0.56
2025-01-12,0.0,Gilgit-Baltistan,0.0,0.98,13.91,0.14,-0.14
2025-01-13,0.0,Gilgit-Baltistan,0.0,0.01,13.91,0.0,0.0
2025-01-14,0.0,Gilgit-Baltistan,0.0,0.0,13.91,0.0,0.0
2025-01-15,0.0,Gilgit-Baltistan,0.0,0.0,13.91,0.0,0.0
2025-01-16,0.14,Gilgit-Baltistan,0.14,0.14,14.05,0.02,0.12
2025-01-17,0.01,Gilgit-Baltistan,0.15,0.15,14.06,0.02,-0.01
2025-01-18,0.0,Gilgit-Baltistan,0.15,0.15,14.06,0.02,-0.02
2025-01-19,0.05,Gilgit-Baltistan,0.06,0.2,14.11,0.03,0.02
2025-01-20,0.3,Gilgit-Baltistan,0.35,0.5,14.41,0.07,0.23
2025-01-21,0.25,Gilgit-Baltistan,0.6,0.75,14.66,0.11,0.14
2025-01-22,0.05,Gilgit-Baltistan,0.6,0.8,14.71,0.11,-0.06
2025-01-23,0.0,Gilgit-Baltistan,0.3,0.66,14.71,0.09,-0.09
2025-01-24,0.0,Gilgit-Baltistan,0.05,0.65,14.71,0.09,-0.09
2025-01-25,0.0,Gilgit-Baltistan,0.0,0.65,14.71,0.09,-0.09
2025-01-26,0.0,Gilgit-Baltistan,0.0,0.6,9.71,0.09,-0.09
2025-01-27,0.0,Gilgit-Baltistan,0.0,0.3,8.36,0.04,-0.04
2025-01-28,0.0,Gilgit-Baltistan,0.0,0.05,8.05,0.01,-0.01
2025-01-29,0.1,Gilgit-Baltistan,0.1,0.1,8.15,0.01,0.09
2025-01-30,0.01,Gilgit-Baltistan,0.11,0.11,8.16,0.02,-0.01
2025-01-31,0.5,Gilgit-Baltistan,0.61,0.61,8.62,0.09,0.41
2025-02-01,0.36,Gilgit-Baltistan,0.87,0.97,8.05,0.14,0.22
2025-02-02,0.05,Gilgit-Baltistan,0.91,1.02,7.66,0.15,-0.1
2025-02-03,0.0,Gilgit-Baltistan,0.41,1.02,5.77,0.15,-0.15
2025-02-04,0.0,Gilgit-Baltistan,0.05,1.02,2.8,0.15,-0.15
2025-02-05,0.03,Gilgit-Baltistan,0.03,0.95,1.86,0.14,-0.11
2025-02-06,0.03,Gilgit-Baltistan,0.06,0.97,1.88,0.14,-0.11
2025-02-07,0.0,Gilgit-Baltistan,0.06,0.47,1.88,0.07,-0.07
2025-02-08,0.0,Gilgit-Baltistan,0.03,0.11,1.88,0.02,-0.02
2025-02-09,0.0,Gilgit-Baltistan,0.0,0.06,1.88,0.01,-0.01
2025-02-10,0.2,Gilgit-Baltistan,0.2,0.26,2.08,0.04,0.16
2025-02-11,0.28,Gilgit-Baltistan,0.48,0.54,2.36,0.08,0.2
2025-02-12,0.18,Gilgit-Baltistan,0.66,0.69,2.54,0.1,0.08
2025-02-13,0.0,Gilgit-Baltistan,0.46,0.66,2.54,0.09,-0.09
2025-02-14,0.0,Gilgit-Baltistan,0.18,0.66,2.54,0.09,-0.09
2025-02-15,0.0,Gilgit-Baltistan,0.0,0.66,2.4,0.09,-0.09
2025-02-16,0.04,Gilgit-Baltistan,0.04,0.7,2.43,0.1,-0.06
2025-02-17,0.06,Gilgit-Baltistan,0.1,0.56,2.49,0.08,-0.02
2025-02-18,0.0,Gilgit-Baltistan,0.1,0.28,2.44,0.04,-0.04
2025-02-19,0.2,Gilgit-Baltistan,0.26,0.3,2.34,0.04,0.16
2025-02-20,1.23,Gilgit-Baltistan,1.43,1.53,3.32,0.22,1.01
2025-02-21,0.08,Gilgit-Baltistan,1.51,1.61,3.35,0.23,-0.15
2025-02-22,0.0,Gilgit-Baltistan,1.31,1.61,3.35,0.23,-0.23
2025-02-23,0.0,Gilgit-Baltistan,0.08,1.57,3.35,0.22,-0.22
2025-02-24,0.0,Gilgit-Baltistan,0.0,1.51,3.35,0.22,-0.22
2025-02-25,3.71,Gilgit-Baltistan,3.71,5.22,7.06,0.75,2.96
2025-02-26,14.51,Gilgit-Baltistan,18.22,19.53,21.57,2.79,11.72
2025-02-27,15.03,Gilgit-Baltistan,33.25,33.33,36.6,4.76,10.27
2025-02-28,4.72,Gilgit-Baltistan,34.26,37.97,41.22,5.42,-0.7
2025-03-01,0.33,Gilgit-Baltistan,20.08,38.3,41.54,5.47,-5.14
2025-03-02,0.1,Gilgit-Baltistan,5.15,38.4,41.14,5.49,-5.39
2025-03-03,6.74,Gilgit-Baltistan,7.17,45.14,47.52,6.45,0.29
2025-03-04,2.33,Gilgit-Baltistan,9.17,43.76,49.8,6.25,-3.92
2025-03-05,0.0,Gilgit-Baltistan,9.07,29.25,49.8,4.18,-4.18
2025-03-06,0.0,Gilgit-Baltistan,2.33,14.22,49.8,2.03,-2.03
2025-03-07,0.0,Gilgit-Baltistan,0.0,9.5,49.77,1.36,-1.36
2025-03-08,0.0,Gilgit-Baltistan,0.0,9.17,49.74,1.31,-1.31
2025-03-09,0.69,Gilgit-Baltistan,0.69,9.76,50.43,1.39,-0.7
2025-03-10,4.31,Gilgit-Baltistan,5.0,7.33,54.74,1.05,3.26
2025-03-11,2.5,Gilgit-Baltistan,7.5,7.5,57.24,1.07,1.43
2025-03-12,4.68,Gilgit-Baltistan,11.49,12.18,61.72,1.74,2.94
2025-03-13,7.75,Gilgit-Baltistan,14.93,19.93,69.19,2.85,4.9
2025-03-14,4.22,Gilgit-Baltistan,16.65,24.15,73.23,3.45,0.77
2025-03-15,7.17,Gilgit-Baltistan,19.14,31.32,80.4,4.47,2.7
2025-03-16,0.24,Gilgit-Baltistan,11.63,30.87,80.64,4.41,-4.17
2025-03-17,0.19,Gilgit-Baltistan,7.6,26.75,80.83,3.82,-3.63
2025-03-18,0.0,Gilgit-Baltistan,0.43,24.25,80.79,3.46,-3.46
2025-03-19,0.01,Gilgit-Baltistan,0.2,19.58,80.74,2.8,-2.79
2025-03-20,0.0,Gilgit-Baltistan,0.01,11.83,80.74,1.69,-1.69
2025-03-21,0.0,Gilgit-Baltistan,0.01,7.61,80.54,1.09,-1.09
2025-03-22,0.0,Gilgit-Baltistan,0.0,0.44,79.31,0.06,-0.06
2025-03-23,0.0,Gilgit-Baltistan,0.0,0.2,79.23,0.03,-0.03
2025-03-24,0.71,Gilgit-Baltistan,0.71,0.72,79.94,0.1,0.61
2025-03-25,2.22,Gilgit-Baltistan,2.93,2.94,82.16,0.42,1.8
2025-03-26,1.92,Gilgit-Baltistan,4.85,4.85,84.08,0.69,1.23
2025-03-27,7.12,Gilgit-Baltistan,11.26,11.97,87.49,1.71,5.41
2025-03-28,1.22,Gilgit-Baltistan,10.26,13.19,74.2,1.88,-0.66
2025-03-29,0.01,Gilgit-Baltistan,8.35,13.2,59.18,1.89,-1.88
2025-03-30,0.0,Gilgit-Baltistan,1.23,13.2,54.46,1.89,-1.89
2025-03-31,0.0,Gilgit-Baltistan,0.01,12.49,54.13,1.78,-1.78
2025-04-01,0.0,Gilgit-Baltistan,0.0,10.27,54.03,1.47,-1.47
2025-04-02,0.0,Gilgit-Baltistan,0.0,8.35,47.29,1.19,-1.19
2025-04-03,0.0,Gilgit-Baltistan,0.0,1.23,44.96,0.18,-0.18
2025-04-04,0.0,Gilgit-Baltistan,0.0,0.01,44.96,0.0,0.0
2025-04-05,0.0,Gilgit-Baltistan,0.0,0.0,44.96,0.0,0.0
2025-04-06,0.0,Gilgit-Baltistan,0.0,0.0,44.96,0.0,0.0
2025-04-07,0.01,Gilgit-Baltistan,0.01,0.01,44.97,0.0,0.01
2025-04-08,1.87,Gilgit-Baltistan,1.88,1.88,46.15,0.27,1.6
2025-04-09,0.16,Gilgit-Baltistan,2.04,2.04,42.0,0.29,-0.13
2025-04-10,3.07,Gilgit-Baltistan,5.1,5.11,42.57,0.73,2.34
2025-04-11,1.94,Gilgit-Baltistan,5.17,7.05,39.83,1.01,0.93
2025-04-12,0.06,Gilgit-Baltistan,5.07,7.11,32.14,1.02,-0.96
2025-04-13,0.0,Gilgit-Baltistan,2.0,7.11,27.92,1.02,-1.02
2025-04-14,0.0,Gilgit-Baltistan,0.06,7.1,20.75,1.01,-1.01
2025-04-15,0.0,Gilgit-Baltistan,0.0,5.23,20.51,0.75,-0.75
2025-04-16,1.16,Gilgit-Baltistan,1.16,6.23,21.48,0.89,0.27
2025-04-17,0.05,Gilgit-Baltistan,1.21,3.21,21.53,0.46,-0.41
2025-04-18,7.41,Gilgit-Baltistan,8.62,8.68,28.93,1.24,6.17
2025-04-19,52.57,Gilgit-Baltistan,60.03,61.19,81.5,8.74,43.83
2025-04-20,14.01,Gilgit-Baltistan,73.99,75.2,95.51,10.74,3.27
2025-04-21,1.45,Gilgit-Baltistan,68.03,76.65,96.96,10.95,-9.5
2025-04-22,0.37,Gilgit-Baltistan,15.83,77.02,97.33,11.0,-10.63
2025-04-23,0.0,Gilgit-Baltistan,1.82,75.86,96.62,10.84,-10.84
2025-04-24,0.0,Gilgit-Baltistan,0.37,75.81,94.4,10.83,-10.83
2025-04-25,0.0,Gilgit-Baltistan,0.0,68.4,92.48,9.77,-9.77
2025-04-26,0.0,Gilgit-Baltistan,0.0,15.83,85.36,2.26,-2.26
2025-04-27,0.0,Gilgit-Baltistan,0.0,1.82,84.14,0.26,-0.26
